question,answer
What is 0 + (5 * 1)?,5
What is 1 * (4 - 4)?,0
What is 2 - (0 - 7)?,9
What is 3 - (1 - 6)?,8
What is 6 + (7 - 6)?,7
What is 3 - (6 + 3)?,-6
What is 2 - (7 - 5)?,0
What is 7 + (5 - 3)?,9
What is 2 - (5 + 3)?,-6
What is 1 * (8 - 9)?,-1
What is 5 * (2 - 1)?,5
What is 2 * (4 * 5)?,40
What is 1 - (1 - 6)?,6
What is 4 + (5 * 0)?,4
What is 4 * (2 + 2)?,16
What is 7 * (3 * 1)?,21
What is 4 - (1 * 0)?,4
What is 1 - (6 * 7)?,-41
What is 2 + (2 + 0)?,4
What is 1 + (6 - 9)?,-2
What is 1 + (9 + 9)?,19
What is 4 * (6 - 2)?,16
What is 4 * (5 - 2)?,12
What is 4 * (2 + 2)?,16
What is 3 * (8 * 5)?,120
What is 7 * (1 - 5)?,-28
What is 4 + (7 - 0)?,11
What is 2 + (7 + 3)?,12
What is 2 + (7 - 6)?,3
What is 3 + (1 + 5)?,9
What is 3 - (9 * 8)?,-69
What is 7 * (5 - 9)?,-28
What is 8 + (4 * 4)?,24
What is 9 + (2 * 4)?,17
What is 8 - (1 + 4)?,3
What is 1 * (0 * 7)?,0
What is 8 * (9 * 9)?,648
What is 6 * (6 - 5)?,6
What is 3 + (5 * 7)?,38
What is 0 + (7 + 2)?,9
What is 8 + (0 + 2)?,10
What is 5 + (4 * 3)?,17
What is 0 - (3 - 2)?,-1
What is 8 - (9 + 5)?,-6
What is 6 * (0 + 9)?,54
What is 9 * (0 + 7)?,63
What is 6 + (2 * 3)?,12
What is 2 - (5 - 4)?,1
What is 5 - (8 - 6)?,3
What is 4 - (8 * 4)?,-28
What is 5 - (6 - 5)?,4
What is 0 - (3 - 7)?,4
What is 6 - (2 + 2)?,2
What is 2 + (9 - 3)?,8
What is 8 * (8 + 2)?,80
What is 7 + (1 - 7)?,1
What is 2 * (1 + 0)?,2
What is 1 + (1 + 9)?,11
What is 9 - (3 + 5)?,1
What is 1 + (6 - 7)?,0
What is 9 * (8 + 3)?,99
What is 9 * (9 - 7)?,18
What is 1 + (2 * 6)?,13
What is 3 * (2 - 2)?,0
What is 4 - (5 * 2)?,-6
What is 5 + (8 - 1)?,12
What is 0 - (0 - 3)?,3
What is 3 * (5 + 6)?,33
What is 5 * (1 - 7)?,-30
What is 4 * (3 + 6)?,36
What is 5 + (5 * 2)?,15
What is 4 * (7 * 0)?,0
What is 2 * (2 - 8)?,-12
What is 7 - (1 - 6)?,12
What is 4 + (0 - 6)?,-2
What is 1 - (2 - 4)?,3
What is 9 - (2 + 7)?,0
What is 9 - (5 + 2)?,2
What is 4 + (2 + 9)?,15
What is 6 * (8 * 7)?,336
What is 2 + (6 * 5)?,32
What is 8 + (5 + 9)?,22
What is 1 + (3 - 1)?,3
What is 3 - (0 - 6)?,9
What is 5 - (9 * 4)?,-31
What is 0 - (4 + 7)?,-11
What is 7 * (0 * 8)?,0
What is 6 * (5 - 3)?,12
What is 4 * (2 * 2)?,16
What is 4 - (3 * 1)?,1
What is 6 - (2 * 4)?,-2
What is 9 + (2 * 6)?,21
What is 1 - (2 + 6)?,-7
What is 1 * (9 + 3)?,12
What is 3 * (5 * 7)?,105
What is 9 + (1 * 2)?,11
What is 9 - (9 - 0)?,0
What is 3 - (8 + 0)?,-5
What is 0 + (0 + 9)?,9
What is 7 - (3 * 8)?,-17
What is 9 - (1 * 2)?,7
What is 0 * (9 - 5)?,0
What is 8 - (3 + 9)?,-4
What is 9 + (6 - 5)?,10
What is 4 - (5 * 1)?,-1
What is 2 * (5 + 0)?,10
What is 9 - (6 + 0)?,3
What is 6 - (9 + 7)?,-10
What is 2 * (9 + 7)?,32
What is 0 + (0 - 1)?,-1
What is 6 * (9 + 2)?,66
What is 8 + (1 - 0)?,9
What is 6 - (4 + 2)?,0
What is 5 + (6 * 8)?,53
What is 5 * (9 + 3)?,60
What is 6 * (7 + 8)?,90
What is 3 * (5 + 7)?,36
What is 9 + (3 + 3)?,15
What is 1 - (4 * 5)?,-19
What is 4 * (2 * 2)?,16
What is 6 - (4 + 0)?,2
What is 9 - (7 + 2)?,0
What is 6 * (6 * 2)?,72
What is 7 + (9 * 5)?,52
What is 9 + (8 * 3)?,33
What is 6 * (7 * 3)?,126
What is 1 + (8 + 1)?,10
What is 4 + (0 + 5)?,9
What is 9 + (8 * 9)?,81
What is 6 - (4 + 0)?,2
What is 0 * (8 - 3)?,0
What is 9 + (4 + 6)?,19
What is 9 - (4 * 3)?,-3
What is 1 - (4 - 7)?,4
What is 0 - (4 - 1)?,-3
What is 3 + (5 + 3)?,11
What is 3 * (6 - 1)?,15
What is 2 + (5 * 6)?,32
What is 0 * (8 + 6)?,0
What is 4 - (3 * 8)?,-20
What is 1 - (1 * 8)?,-7
What is 8 + (5 + 2)?,15
What is 4 - (4 - 2)?,2
What is 3 * (8 + 9)?,51
What is 1 - (7 - 3)?,-3
What is 4 + (5 - 1)?,8
What is 5 + (8 - 2)?,11
What is 6 * (7 - 5)?,12
What is 7 + (2 - 4)?,5
What is 1 + (7 + 9)?,17
What is 1 - (6 * 3)?,-17
What is 1 - (6 * 9)?,-53
What is 0 - (9 * 0)?,0
What is 6 + (8 + 5)?,19
What is 2 * (1 * 1)?,2
What is 2 - (4 * 5)?,-18
What is 3 * (6 * 2)?,36
What is 2 * (5 + 2)?,14
What is 5 * (2 - 1)?,5
What is 9 * (3 * 1)?,27
What is 8 * (1 * 7)?,56
What is 7 * (4 + 5)?,63
What is 3 - (0 * 6)?,3
What is 5 - (3 - 9)?,11
What is 1 + (7 * 2)?,15
What is 1 - (7 - 4)?,-2
What is 7 * (0 - 5)?,-35
What is 3 - (5 * 5)?,-22
What is 6 - (3 * 0)?,6
What is 9 - (8 * 4)?,-23
What is 0 - (8 + 1)?,-9
What is 6 + (2 + 1)?,9
What is 8 * (4 - 3)?,8
What is 3 + (9 * 1)?,12
What is 6 + (5 + 4)?,15
What is 7 + (4 + 6)?,17
What is 7 + (0 + 2)?,9
What is 9 - (0 + 1)?,8
What is 3 - (3 - 7)?,7
What is 9 - (5 * 8)?,-31
What is 7 + (9 + 8)?,24
What is 2 + (3 + 3)?,8
What is 1 * (0 + 9)?,9
What is 9 - (9 * 6)?,-45
What is 7 * (6 * 0)?,0
What is 8 + (5 + 8)?,21
What is 9 - (4 * 8)?,-23
What is 6 + (9 - 8)?,7
What is 9 - (9 - 3)?,3
What is 8 - (4 * 1)?,4
What is 4 - (8 - 4)?,0
What is 1 - (9 * 4)?,-35
What is 1 * (6 + 5)?,11
What is 1 + (5 * 9)?,46
What is 3 + (9 + 0)?,12
What is 4 * (7 * 1)?,28
What is 0 - (7 * 3)?,-21
What is 4 * (4 - 3)?,4
What is 9 - (7 - 7)?,9
What is 0 * (9 - 9)?,0
What is 1 + (5 - 1)?,5
What is 7 - (4 * 5)?,-13
What is 3 - (2 - 8)?,9
What is 4 + (7 * 1)?,11
What is 2 - (8 - 0)?,-6
What is 5 - (5 * 0)?,5
What is 5 - (2 + 4)?,-1
What is 8 - (8 - 4)?,4
What is 9 - (5 + 1)?,3
What is 7 - (9 * 2)?,-11
What is 4 + (4 - 7)?,1
What is 2 + (3 + 5)?,10
What is 0 - (6 * 7)?,-42
What is 9 + (0 * 5)?,9
What is 0 + (7 * 4)?,28
What is 2 * (7 * 1)?,14
What is 6 - (8 + 0)?,-2
What is 2 - (0 - 0)?,2
What is 8 + (9 - 4)?,13
What is 7 - (9 - 5)?,3
What is 3 + (0 - 8)?,-5
What is 8 - (0 + 6)?,2
What is 8 * (3 + 1)?,32
What is 0 + (8 * 5)?,40
What is 3 * (9 - 7)?,6
What is 6 - (2 + 7)?,-3
What is 0 * (5 - 4)?,0
What is 4 + (3 + 6)?,13
What is 1 - (2 * 9)?,-17
What is 2 * (0 + 0)?,0
What is 9 + (2 + 1)?,12
What is 8 - (2 + 6)?,0
What is 5 * (4 + 5)?,45
What is 3 - (9 - 0)?,-6
What is 5 * (1 * 9)?,45
What is 5 - (5 + 1)?,-1
What is 5 + (9 + 4)?,18
What is 8 + (2 * 9)?,26
What is 1 * (5 * 9)?,45
What is 9 + (1 - 9)?,1
What is 4 - (7 + 4)?,-7
What is 6 + (6 - 5)?,7
What is 2 - (4 - 2)?,0
What is 1 - (5 * 5)?,-24
What is 5 + (2 + 6)?,13
What is 2 * (9 - 7)?,4
What is 9 - (3 + 0)?,6
What is 0 * (7 + 6)?,0
What is 0 * (6 * 4)?,0
What is 3 * (6 * 0)?,0
What is 3 - (6 - 9)?,6
What is 9 - (6 + 6)?,-3
What is 4 - (2 + 2)?,0
What is 8 + (9 * 7)?,71
What is 6 - (3 + 2)?,1
What is 7 - (5 * 7)?,-28
What is 3 + (4 - 9)?,-2
What is 2 - (4 + 3)?,-5
What is 4 * (9 + 6)?,60
What is 0 - (3 + 9)?,-12
What is 4 + (9 + 8)?,21
What is 6 - (9 * 7)?,-57
What is 7 + (9 * 2)?,25
What is 9 - (6 - 6)?,9
What is 2 - (4 - 7)?,5
What is 9 + (3 * 7)?,30
What is 2 + (7 * 7)?,51
What is 6 - (3 * 8)?,-18
What is 6 - (1 + 4)?,1
What is 2 + (3 + 4)?,9
What is 5 * (3 + 9)?,60
What is 0 - (1 * 2)?,-2
What is 4 + (4 - 2)?,6
What is 9 - (5 - 1)?,5
What is 5 * (9 * 8)?,360
What is 4 * (1 + 8)?,36
What is 0 * (5 - 6)?,0
What is 5 + (9 - 3)?,11
What is 6 - (1 * 9)?,-3
What is 5 + (2 + 0)?,7
What is 6 - (5 - 0)?,1
What is 8 - (9 * 9)?,-73
What is 1 * (1 + 9)?,10
What is 3 - (5 + 8)?,-10
What is 0 * (1 - 0)?,0
What is 3 * (6 * 9)?,162
What is 1 - (6 + 3)?,-8
What is 1 + (2 * 4)?,9
What is 2 - (3 + 6)?,-7
What is 3 - (0 - 8)?,11
What is 3 * (8 - 1)?,21
What is 5 + (4 - 8)?,1
What is 9 + (3 * 9)?,36
What is 1 * (4 + 6)?,10
What is 0 - (1 + 5)?,-6
What is 9 + (4 - 1)?,12
What is 9 - (1 - 1)?,9
What is 2 + (5 + 3)?,10
What is 2 + (0 - 9)?,-7
What is 7 + (8 - 8)?,7
What is 3 + (3 - 9)?,-3
What is 2 - (4 - 1)?,-1
What is 3 - (7 + 4)?,-8
What is 7 + (2 * 9)?,25
What is 6 - (5 - 6)?,7
What is 2 * (2 - 9)?,-14
What is 1 - (3 * 9)?,-26
What is 9 - (4 - 0)?,5
What is 3 - (6 * 3)?,-15
What is 5 + (0 - 5)?,0
What is 0 + (9 * 8)?,72
What is 0 * (0 - 6)?,0
What is 7 * (5 - 0)?,35
What is 1 * (6 + 4)?,10
What is 5 - (0 * 0)?,5
What is 1 * (9 * 0)?,0
What is 1 + (9 + 8)?,18
What is 9 - (9 + 6)?,-6
What is 1 + (2 * 1)?,3
What is 3 * (3 - 7)?,-12
What is 6 * (3 * 0)?,0
What is 7 + (1 - 3)?,5
What is 7 + (1 + 3)?,11
What is 2 - (6 - 7)?,3
What is 9 + (3 * 8)?,33
What is 6 * (2 * 7)?,84
What is 2 - (0 * 4)?,2
What is 7 * (7 - 9)?,-14
What is 5 + (8 - 3)?,10
What is 8 - (8 * 3)?,-16
What is 4 - (3 - 8)?,9
What is 4 * (6 - 5)?,4
What is 3 - (1 + 4)?,-2
What is 1 * (3 + 6)?,9
What is 5 - (3 + 6)?,-4
What is 4 - (8 + 5)?,-9
What is 9 * (7 + 7)?,126
What is 2 - (1 - 8)?,9
What is 0 + (6 + 6)?,12
What is 9 - (2 - 0)?,7
What is 5 + (6 - 6)?,5
What is 7 + (9 + 9)?,25
What is 0 * (2 + 9)?,0
What is 2 + (5 * 6)?,32
What is 4 * (7 + 3)?,40
What is 4 + (2 + 9)?,15
What is 2 - (0 - 0)?,2
What is 4 - (8 - 0)?,-4
What is 9 + (2 * 0)?,9
What is 0 - (8 + 6)?,-14
What is 5 * (0 * 7)?,0
What is 3 + (4 - 6)?,1
What is 7 + (7 * 2)?,21
What is 1 + (8 * 8)?,65
What is 3 - (8 - 6)?,1
What is 3 - (9 * 0)?,3
What is 4 * (1 + 9)?,40
What is 1 - (7 - 0)?,-6
What is 4 + (6 * 2)?,16
What is 8 - (2 * 2)?,4
What is 3 * (4 * 9)?,108
What is 0 + (0 * 3)?,0
What is 5 * (4 * 7)?,140
What is 4 - (4 - 8)?,8
What is 2 * (1 + 7)?,16
What is 1 - (2 - 2)?,1
What is 3 * (8 - 4)?,12
What is 5 * (4 + 8)?,60
What is 8 * (1 + 6)?,56
What is 9 + (6 * 7)?,51
What is 1 - (7 * 2)?,-13
What is 2 + (6 - 8)?,0
What is 6 + (4 + 4)?,14
What is 9 - (7 * 8)?,-47
What is 3 + (8 - 0)?,11
What is 8 * (6 * 2)?,96
What is 0 * (3 + 4)?,0
What is 4 - (0 * 8)?,4
What is 4 + (6 + 2)?,12
What is 9 - (4 - 3)?,8
What is 0 - (0 * 6)?,0
What is 0 - (2 - 1)?,-1
What is 3 * (4 - 6)?,-6
What is 9 - (2 + 1)?,6
What is 0 - (6 - 6)?,0
What is 3 * (8 * 3)?,72
What is 9 + (0 + 7)?,16
What is 4 - (2 + 2)?,0
What is 0 - (1 - 3)?,2
What is 6 * (0 - 2)?,-12
What is 4 + (0 - 9)?,-5
What is 7 * (6 * 1)?,42
What is 5 - (1 + 7)?,-3
What is 9 + (9 - 0)?,18
What is 7 - (3 * 4)?,-5
What is 1 * (0 * 1)?,0
What is 6 + (3 - 7)?,2
What is 8 - (6 + 8)?,-6
What is 2 - (0 + 8)?,-6
What is 6 + (5 * 2)?,16
What is 9 * (5 + 7)?,108
What is 7 + (6 - 0)?,13
What is 4 * (8 - 4)?,16
What is 9 + (0 - 7)?,2
What is 4 - (7 - 8)?,5
What is 9 + (1 - 4)?,6
What is 7 * (5 + 7)?,84
What is 7 - (5 * 1)?,2
What is 9 + (3 * 9)?,36
What is 8 + (4 * 1)?,12
What is 0 * (8 * 9)?,0
What is 8 - (7 - 8)?,9
What is 2 - (0 - 6)?,8
What is 6 + (0 + 0)?,6
What is 6 - (1 - 0)?,5
What is 9 - (3 + 1)?,5
What is 2 + (7 + 9)?,18
What is 0 - (4 + 2)?,-6
What is 3 * (3 * 3)?,27
What is 0 - (0 - 7)?,7
What is 2 * (1 * 0)?,0
What is 0 - (0 - 3)?,3
What is 0 + (7 * 4)?,28
What is 2 * (1 - 5)?,-8
What is 8 * (3 * 8)?,192
What is 9 * (3 - 8)?,-45
What is 8 + (3 - 2)?,9
What is 1 - (1 - 4)?,4
What is 8 + (4 + 8)?,20
What is 5 + (6 + 1)?,12
What is 6 * (8 - 0)?,48
What is 9 + (5 + 3)?,17
What is 0 - (0 + 3)?,-3
What is 1 - (4 + 4)?,-7
What is 1 - (6 - 3)?,-2
What is 9 + (9 * 1)?,18
What is 1 - (5 - 5)?,1
What is 0 - (1 - 6)?,5
What is 4 - (0 - 2)?,6
What is 3 - (3 - 1)?,1
What is 8 + (1 * 2)?,10
What is 9 + (3 - 8)?,4
What is 8 * (6 - 0)?,48
What is 3 * (7 + 9)?,48
What is 7 - (8 + 1)?,-2
What is 5 - (9 * 5)?,-40
What is 9 - (9 * 0)?,9
What is 1 - (5 - 6)?,2
What is 3 - (2 - 5)?,6
What is 8 + (4 + 3)?,15
What is 6 + (3 + 2)?,11
What is 5 + (6 * 1)?,11
What is 8 - (9 + 0)?,-1
What is 2 - (5 - 7)?,4
What is 4 - (4 * 5)?,-16
What is 2 * (7 - 2)?,10
What is 2 * (6 - 8)?,-4
What is 5 * (1 + 0)?,5
What is 5 + (5 * 3)?,20
What is 4 + (5 + 9)?,18
What is 7 + (8 + 9)?,24
What is 7 + (7 + 1)?,15
What is 3 + (3 - 9)?,-3
What is 5 * (0 - 4)?,-20
What is 0 + (5 - 9)?,-4
What is 2 * (6 * 1)?,12
What is 6 * (8 - 2)?,36
What is 7 + (8 - 5)?,10
What is 0 - (1 * 7)?,-7
What is 0 + (3 * 8)?,24
What is 1 - (6 + 1)?,-6
What is 7 - (9 * 9)?,-74
What is 6 + (0 * 8)?,6
What is 3 + (2 - 9)?,-4
What is 2 + (7 * 3)?,23
What is 0 - (8 - 7)?,-1
What is 4 * (7 * 5)?,140
What is 8 * (1 * 2)?,16
What is 0 - (7 - 7)?,0
What is 6 + (3 * 0)?,6
What is 5 + (6 * 7)?,47
What is 9 * (0 + 8)?,72
What is 9 * (5 + 3)?,72
What is 4 * (8 + 8)?,64
What is 6 * (9 - 1)?,48
What is 6 * (3 - 1)?,12
What is 6 * (2 - 6)?,-24
What is 1 - (4 - 6)?,3
What is 6 * (5 - 6)?,-6
What is 0 - (3 + 7)?,-10
What is 1 - (5 - 0)?,-4
What is 3 + (9 * 6)?,57
What is 6 + (5 + 1)?,12
What is 4 - (1 + 3)?,0
What is 3 * (2 * 3)?,18
What is 6 + (5 + 4)?,15
What is 8 + (7 - 0)?,15
What is 9 - (1 - 0)?,8
What is 4 * (3 + 8)?,44
What is 5 + (4 - 2)?,7
What is 6 - (4 - 5)?,7
What is 6 - (2 + 9)?,-5
What is 4 - (6 + 6)?,-8
What is 5 * (7 + 5)?,60
What is 5 * (7 * 5)?,175
What is 7 * (1 * 1)?,7
What is 4 - (4 - 9)?,9
What is 7 * (1 - 5)?,-28
What is 6 - (8 * 0)?,6
What is 5 + (0 * 5)?,5
What is 7 - (8 + 9)?,-10
What is 0 * (4 + 8)?,0
What is 9 * (8 + 3)?,99
What is 8 * (6 + 1)?,56
What is 4 + (5 - 5)?,4
What is 2 + (8 * 9)?,74
What is 9 - (9 - 6)?,6
What is 4 * (9 + 8)?,68
What is 4 + (2 - 3)?,3
What is 3 - (3 + 4)?,-4
What is 9 + (5 - 2)?,12
What is 3 * (3 + 9)?,36
What is 6 * (2 - 7)?,-30
What is 9 * (1 - 1)?,0
What is 3 - (0 + 0)?,3
What is 7 - (4 - 4)?,7
What is 4 - (3 * 8)?,-20
What is 9 - (1 - 5)?,13
What is 1 * (8 - 2)?,6
What is 9 * (9 - 6)?,27
What is 4 * (8 + 2)?,40
What is 1 - (2 + 1)?,-2
What is 3 * (8 - 5)?,9
What is 8 * (5 * 1)?,40
What is 8 + (9 + 7)?,24
What is 8 - (6 * 0)?,8
What is 6 * (9 + 8)?,102
What is 1 - (1 * 5)?,-4
What is 4 - (3 + 7)?,-6
What is 9 * (9 * 4)?,324
What is 7 * (5 + 1)?,42
What is 5 + (5 * 7)?,40
What is 4 - (0 + 1)?,3
What is 7 + (4 + 8)?,19
What is 9 * (1 * 3)?,27
What is 2 + (7 * 0)?,2
What is 5 - (5 + 6)?,-6
What is 1 * (6 * 7)?,42
What is 9 * (8 * 1)?,72
What is 9 + (7 - 4)?,12
What is 8 * (7 * 1)?,56
What is 8 * (4 - 1)?,24
What is 0 - (9 * 2)?,-18
What is 2 + (5 - 7)?,0
What is 5 - (8 - 0)?,-3
What is 9 - (7 - 3)?,5
What is 9 - (9 - 5)?,5
What is 7 - (3 + 2)?,2
What is 3 + (0 + 7)?,10
What is 1 + (2 * 8)?,17
What is 1 + (1 * 6)?,7
What is 0 + (2 + 6)?,8
What is 6 + (5 * 8)?,46
What is 7 + (0 + 1)?,8
What is 8 * (1 * 1)?,8
What is 1 + (9 + 1)?,11
What is 4 * (7 + 9)?,64
What is 4 * (4 * 9)?,144
What is 3 + (5 * 4)?,23
What is 7 * (2 + 5)?,49
What is 3 - (2 - 9)?,10
What is 6 + (0 * 9)?,6
What is 0 + (4 - 1)?,3
What is 0 - (2 + 3)?,-5
What is 3 - (0 - 9)?,12
What is 6 - (7 * 3)?,-15
What is 1 - (5 - 7)?,3
What is 9 + (0 * 0)?,9
What is 9 + (7 * 7)?,58
What is 7 - (8 + 0)?,-1
What is 0 * (3 * 5)?,0
What is 4 - (0 * 6)?,4
What is 3 - (3 + 3)?,-3
What is 9 + (1 + 0)?,10
What is 5 * (9 - 1)?,40
What is 4 - (3 - 2)?,3
What is 7 + (3 * 9)?,34
What is 8 - (2 * 1)?,6
What is 2 * (1 - 4)?,-6
What is 4 + (3 * 2)?,10
What is 3 - (3 + 4)?,-4
What is 1 - (2 - 8)?,7
What is 2 + (1 * 1)?,3
What is 8 + (3 - 3)?,8
What is 3 - (7 + 9)?,-13
What is 5 + (6 + 8)?,19
What is 6 + (9 * 9)?,87
What is 2 * (6 * 5)?,60
What is 8 - (3 + 3)?,2
What is 9 - (7 * 0)?,9
What is 7 - (0 + 8)?,-1
What is 5 - (2 - 0)?,3
What is 1 - (8 - 9)?,2
What is 9 + (8 * 2)?,25
What is 0 * (7 * 1)?,0
What is 3 * (7 - 4)?,9
What is 4 - (0 - 9)?,13
What is 1 + (0 - 9)?,-8
What is 0 + (2 - 1)?,1
What is 4 + (1 + 1)?,6
What is 9 * (9 - 0)?,81
What is 5 - (9 + 9)?,-13
What is 8 * (9 - 7)?,16
What is 4 + (9 - 0)?,13
What is 5 - (5 + 2)?,-2
What is 6 - (0 * 0)?,6
What is 8 + (3 * 4)?,20
What is 0 + (6 + 4)?,10
What is 0 * (9 - 2)?,0
What is 9 * (2 * 3)?,54
What is 5 * (4 * 6)?,120
What is 1 + (8 - 7)?,2
What is 4 * (0 - 5)?,-20
What is 9 * (4 - 3)?,9
What is 5 - (8 - 4)?,1
What is 7 - (1 + 1)?,5
What is 2 - (3 * 4)?,-10
What is 8 * (7 * 7)?,392
What is 6 - (3 - 8)?,11
What is 1 - (3 - 9)?,7
What is 9 + (1 + 0)?,10
What is 3 * (8 - 6)?,6
What is 8 - (1 - 1)?,8
What is 7 - (7 * 0)?,7
What is 8 * (7 - 5)?,16
What is 2 * (8 + 3)?,22
What is 7 + (9 * 3)?,34
What is 3 + (0 - 4)?,-1
What is 5 + (6 * 5)?,35
What is 6 - (7 + 2)?,-3
What is 3 - (0 * 5)?,3
What is 7 - (1 * 5)?,2
What is 2 + (4 * 0)?,2
What is 4 + (4 - 3)?,5
What is 1 * (8 - 7)?,1
What is 2 + (4 + 8)?,14
What is 3 * (3 + 5)?,24
What is 5 - (5 + 3)?,-3
What is 8 - (0 - 6)?,14
What is 6 * (4 + 1)?,30
What is 0 + (9 * 2)?,18
What is 0 * (8 * 2)?,0
What is 4 * (2 - 2)?,0
What is 0 - (7 * 9)?,-63
What is 3 + (5 + 1)?,9
What is 2 * (2 - 4)?,-4
What is 4 + (7 - 4)?,7
What is 3 - (2 + 7)?,-6
What is 8 - (3 - 6)?,11
What is 3 - (5 * 4)?,-17
What is 2 - (6 - 6)?,2
What is 3 - (9 * 0)?,3
What is 8 * (0 + 7)?,56
What is 6 + (9 + 9)?,24
What is 0 + (9 + 4)?,13
What is 0 + (4 * 5)?,20
What is 4 - (6 - 1)?,-1
What is 5 + (3 * 3)?,14
What is 7 - (6 * 5)?,-23
What is 2 * (9 - 1)?,16
What is 7 + (9 - 1)?,15
What is 8 - (3 * 8)?,-16
What is 6 + (9 - 5)?,10
What is 7 + (0 + 1)?,8
What is 4 + (4 + 2)?,10
What is 5 + (5 + 8)?,18
What is 9 * (0 + 8)?,72
What is 8 + (7 - 5)?,10
What is 7 - (7 * 3)?,-14
What is 6 + (4 * 3)?,18
What is 7 * (6 - 9)?,-21
What is 5 + (1 * 1)?,6
What is 3 + (7 + 8)?,18
What is 7 * (2 - 8)?,-42
What is 2 + (0 + 3)?,5
What is 9 - (0 - 5)?,14
What is 4 - (5 - 9)?,8
What is 1 + (4 * 6)?,25
What is 7 * (9 - 5)?,28
What is 6 * (1 + 1)?,12
What is 2 - (8 + 9)?,-15
What is 0 + (1 * 8)?,8
What is 4 - (6 - 6)?,4
What is 7 - (0 * 3)?,7
What is 5 + (6 + 5)?,16
What is 1 * (0 + 5)?,5
What is 0 - (4 * 9)?,-36
What is 3 * (8 + 5)?,39
What is 3 - (2 - 9)?,10
What is 2 * (1 * 4)?,8
What is 6 - (5 * 5)?,-19
What is 6 * (5 + 3)?,48
What is 6 + (2 + 5)?,13
What is 3 - (8 - 2)?,-3
What is 9 * (0 - 7)?,-63
What is 8 - (2 + 8)?,-2
What is 9 - (9 * 3)?,-18
What is 6 * (8 + 5)?,78
What is 0 * (0 - 4)?,0
What is 2 * (3 * 3)?,18
What is 6 + (9 + 8)?,23
What is 0 * (3 + 1)?,0
What is 3 + (9 * 1)?,12
What is 0 + (3 + 3)?,6
What is 5 - (6 + 8)?,-9
What is 5 - (9 * 1)?,-4
What is 6 - (1 + 8)?,-3
What is 1 - (0 * 4)?,1
What is 0 - (2 - 1)?,-1
What is 4 * (2 - 7)?,-20
What is 3 + (3 - 1)?,5
What is 2 * (7 - 9)?,-4
What is 8 + (8 * 2)?,24
What is 1 + (0 + 7)?,8
What is 5 + (9 * 0)?,5
What is 8 - (4 - 2)?,6
What is 6 * (1 + 6)?,42
What is 4 - (8 * 4)?,-28
What is 5 + (7 + 4)?,16
What is 7 * (2 + 1)?,21
What is 3 + (4 * 3)?,15
What is 8 * (3 - 3)?,0
What is 6 * (4 - 7)?,-18
What is 9 + (9 + 6)?,24
What is 0 * (3 + 5)?,0
What is 4 * (3 - 0)?,12
What is 6 + (8 + 5)?,19
What is 4 + (1 - 2)?,3
What is 0 * (2 + 1)?,0
What is 1 + (0 - 1)?,0
What is 9 - (4 + 0)?,5
What is 3 * (9 * 9)?,243
What is 0 + (3 * 2)?,6
What is 7 * (4 * 4)?,112
What is 2 - (8 - 9)?,3
What is 1 * (2 + 1)?,3
What is 7 * (2 + 0)?,14
What is 4 - (3 - 1)?,2
What is 7 - (7 * 3)?,-14
What is 9 - (8 - 6)?,7
What is 7 * (3 - 9)?,-42
What is 1 + (6 + 6)?,13
What is 5 * (9 * 3)?,135
What is 0 + (8 * 1)?,8
What is 6 * (5 + 3)?,48
What is 5 + (6 * 1)?,11
What is 7 - (6 - 4)?,5
What is 9 * (4 + 6)?,90
What is 2 + (0 + 1)?,3
What is 5 * (9 - 5)?,20
What is 6 + (3 - 6)?,3
What is 8 * (6 * 7)?,336
What is 6 * (9 * 4)?,216
What is 1 + (2 * 4)?,9
What is 8 - (9 - 8)?,7
What is 2 - (9 - 1)?,-6
What is 4 + (6 - 9)?,1
What is 3 + (8 + 4)?,15
What is 9 + (8 - 4)?,13
What is 5 * (6 * 5)?,150
What is 6 + (3 + 5)?,14
What is 1 * (9 * 8)?,72
What is 6 - (1 * 6)?,0
What is 3 * (5 - 5)?,0
What is 5 - (2 + 5)?,-2
What is 4 * (5 - 4)?,4
What is 2 - (6 + 9)?,-13
What is 9 - (1 - 3)?,11
What is 2 - (4 + 2)?,-4
What is 0 - (3 * 5)?,-15
What is 1 - (7 + 0)?,-6
What is 7 - (3 + 3)?,1
What is 1 - (4 - 7)?,4
What is 6 * (5 + 9)?,84
What is 1 - (1 - 2)?,2
What is 1 * (8 - 9)?,-1
What is 8 - (2 + 7)?,-1
What is 5 - (4 + 4)?,-3
What is 4 - (3 - 1)?,2
What is 6 * (5 + 7)?,72
What is 1 + (8 - 3)?,6
What is 3 - (9 + 5)?,-11
What is 2 - (0 - 5)?,7
What is 9 + (4 * 5)?,29
What is 0 + (9 + 4)?,13
What is 7 - (7 * 1)?,0
What is 7 - (1 * 0)?,7
What is 6 + (3 * 4)?,18
What is 7 * (7 - 1)?,42
What is 6 - (8 - 4)?,2
What is 7 - (5 + 9)?,-7
What is 1 + (1 * 1)?,2
What is 6 * (7 - 1)?,36
What is 0 + (8 * 2)?,16
What is 6 + (8 * 5)?,46
What is 5 - (2 - 3)?,6
What is 2 + (1 - 5)?,-2
What is 1 + (2 * 5)?,11
What is 1 - (4 + 4)?,-7
What is 9 - (3 * 6)?,-9
What is 8 * (0 - 4)?,-32
